MP:0013118	swellings
HP:0007776	Sparse lower eyelashes
HP:0040052	Abnormality of lower eyelashes
HP:0009441	Bullet-shaped phalanges of the 3rd finger
MP:0020576	decreased corpus callosum cell number
MP:0020572	abnormal corpus callosum cell number
HP:0031624	Moderate myopia
HP:0003210	Decreased methylmalonyl-CoA mutase activity
HP:0000816	Abnormality of Krebs cycle metabolism
HP:0010382	Abnormal morphology of the proximal phalanx of the 4th toe
HP:0030759	Adipocyte hypertrophy
HP:0011976	Elevated urinary catecholamines
HP:0011281	Abnormality of urine catecholamine concentration
HP:0100835	Benign neoplasm of the central nervous system
HP:0100006	Neoplasm of the central nervous system
HP:0007483	Depigmentation/hyperpigmentation of skin
HP:0200016	Acrokeratosis
MP:0002690	akinesia
MP:0003313	abnormal locomotor activation
HP:0004258	Small trapezoid bone
HP:0001498	Carpal bone hypoplasia
MP:0010109	abnormal renal sodium reabsorption
MP:0011442	abnormal renal sodium ion transport
MP:0001326	retinal degeneration
MP:0030616	hyperglycinuria
MP:0030658	increased glycine level
MP:0008458	abnormal cortical ventricular zone morphology
MP:0003508	abnormal circulating dihydrotestosterone level
MP:0009819	abnormal circulating androgen level
MP:0003079	decreased susceptibility to induced joint inflammation
MP:0020499	persistent right umbilical vein
MP:0010466	vascular ring
MP:0012347	low sweet preference
MP:0030324	abnormal anterior head development
MP:0012176	abnormal head development
MP:0002026	increased leukemia incidence
HP:0003277	Constricted iliac wing
HP:0011867	Abnormal iliac wing morphology
HP:0002641	Peripheral thrombosis
HP:0001977	Abnormal thrombosis
HP:0031764	Fully accomodative esotropia
HP:0020046	Accommodative esotropia
MP:0020302	large horns
HP:0100374	Aplasia/Hypoplasia of the middle phalanx of the 5th toe
HP:0010393	Abnormality of the middle phalanx of the 5th toe
MP:0030720	abnormal lysine level
HP:0002861	Melanoma
MP:0013628	decreased vertebra yield load
MP:0004814	reduced linear vestibular evoked potential
MP:0004812	abnormal linear vestibular evoked potential
MP:0000248	macrocytosis
MP:0012138	decreased forebrain size
MP:0020502	abnormal physiological umbilical hernia morphology
MP:0004392	abnormal CD8-positive, alpha-beta T cell physiology
MP:0004568	fusion of glossopharyngeal and vagus nerve
MP:0001073	abnormal glossopharyngeal nerve morphology
HP:0009579	Proximal/middle symphalangism of the 2nd finger
MP:0012586	increased catechol O-methyltransferase activity
MP:0012584	abnormal catechol O-methyltransferase activity
HP:0020059	Increased red blood cell count
HP:0020058	Abnormal red blood cell count
HP:0012787	Recurrent pyelonephritis
HP:0012330	Pyelonephritis
HP:0010047	Short 5th metacarpal
HP:0010045	Aplasia/Hypoplasia of the 5th metacarpal
HP:3000030	Abnormality of bony orbit of skull
HP:0000315	Abnormality of the orbital region
MP:0009597	impaired stratum corneum desquamation
HP:0032589	Renal lymphocytic tubulitis
HP:0011716	Junctional ectopic tachycardia
HP:0008981	Calf muscle hypertrophy
HP:0008968	Muscle hypertrophy of the lower extremities
MP:0010469	ascending aorta hypoplasia
MP:0009867	abnormal ascending aorta morphology
MP:0012339	hyperkalemia
MP:0005627	increased circulating potassium level
MP:0009962	abnormal cerebellum posterior lobe morphology
HP:0001212	Prominent fingertip pads
HP:0001211	Abnormal fingertip morphology
MP:0031151	increased susceptibility to thrombosis induced morbidity/mortality
MP:0031149	abnormal susceptibility to thrombosis induced morbidity/mortality
MP:0008088	abnormal T-helper 1 cell differentiation
MP:0002433	abnormal T-helper 1 cell morphology
HP:0030907	Thunderclap headache
HP:0100121	Triangular epiphysis of the middle phalanx of the 2nd toe
MP:0001559	hyperglycemia
MP:0005559	increased circulating glucose level
MP:0003224	neuron degeneration
MP:0002936	joint swelling
MP:0002932	abnormal joint morphology
HP:0100731	Transverse facial cleft
HP:0011338	Abnormality of mouth shape
HP:0010208	Patchy sclerosis of proximal toe phalanx
HP:0000876	Oligomenorrhea
HP:0032009	Infantile constant exotropia
HP:0031713	Constant exotropia
MP:0010354	increased odontosarcoma incidence
MP:0000829	dilated fourth ventricle
MP:0000828	abnormal fourth ventricle morphology
HP:0040088	Abnormal lymphocyte count
HP:0004910	Bicarbonate-wasting renal tubular acidosis
HP:0001947	Renal tubular acidosis
HP:0200040	Epidermoid cyst
MP:0008899	plush coat
MP:0030848	short ilium
MP:0005354	abnormal ilium morphology
MP:0003351	decreased circulating levels of thyroid hormone
MP:0005468	abnormal thyroid hormone level
HP:0011620	Abnormality of abdominal situs
HP:0030853	Heterotaxy
MP:0000604	amyloidosis
MP:0010718	choroid coloboma
MP:0012533	uveal coloboma
MP:0001408	stereotypic behavior
HP:0030056	Uncombable hair
HP:0032993	Abnormal pulmonary fissure count
HP:0032991	Abnormal pulmonary fissure morphology
HP:0100488	Synostosis of the proximal phalanx of the hallux with the 1st metatarsal
MP:0009625	abnormal abdominal lymph node morphology
MP:0001085	small petrosal ganglion
MP:0001084	abnormal petrosal ganglion morphology
MP:0020133	decreased gallbladder volume
MP:0005675	small gallbladder
HP:0033050	Pharyngalgia
HP:0033152	Abnormal pharynx physiology
HP:0033712	Repeated implantation failure
HP:3000013	Abnormality of platysma
HP:0011006	Abnormal morphology of the musculature of the neck
HP:0032557	History of bone marrow transplant
HP:0032443	Past medical history
HP:0004913	Intermittent lactic acidemia
HP:0030198	Fatigable weakness of distal limb muscles
MP:0012742	increased neural crest cell proliferation
HP:0200070	Peripheral retinal atrophy
HP:0001105	Retinal atrophy
HP:0032842	Generalized-onset epileptic spasm
HP:0041165	Fractured maxilla
MP:0010842	decreased central memory CD4-positive, alpha-beta T cell number
MP:0009368	absent theca folliculi
MP:0009365	abnormal theca folliculi
HP:0009108	Aplasia/Hypoplasia involving the femoral head and neck
HP:0009103	Aplasia/Hypoplasia involving the pelvis
HP:0008093	Short 4th toe
HP:0001831	Short toe
HP:0033175	Elevated circulating 5-oxoproline concentration
MP:0014093	decreased pancreatic primary cilium length
HP:0008629	Pulsatile tinnitus
HP:0031418	Increased body mass index
HP:0030732	Dysplastic tricuspid valve
HP:0001702	Abnormal tricuspid valve morphology
MP:0030398	absent incus lenticular process
HP:0006866	Midline central nervous system lipomas
HP:0100251	Multiple central nervous system lipomas
HP:0010577	Absent epiphyses
MP:0014142	increased body fat mass
MP:0012320	abnormal body fat mass
HP:0001269	Hemiparesis
MP:0014180	abnormal thymus apoptosis
HP:0006780	Parathyroid carcinoma
HP:0007229	Intracerebral periventricular calcifications
HP:0002514	Cerebral calcification
HP:0001677	Coronary artery atherosclerosis
MP:0030714	abnormal circulating isoleucine level
HP:0009177	Proximal/middle symphalangism of 5th finger
HP:0009178	Symphalangism of middle phalanx of 5th finger
MP:0004032	abnormal interventricular groove morphology
HP:0031528	Subretinal deposits
HP:0000456	Bifid nasal tip
MP:0006073	abnormal retinal bipolar cell morphology
MP:0005458	increased percent body fat/body weight
MP:0005457	abnormal percent body fat/body weight
HP:0410261	Wide space between 4th and 5th toe
HP:0040308	Male anorgasmia
HP:0040307	Male sexual dysfunction
MP:0011792	abnormal urethral gland morphology
MP:0009869	abnormal descending aorta morphology
MP:0031223	increased CXCL10 secretion
MP:0031221	abnormal CXCL10 secretion
MP:0011550	decreased urine corticosterone level
MP:0011548	abnormal urine corticosterone level
MP:0011932	abnormal endocrine pancreas development
HP:0002092	Pulmonary arterial hypertension
HP:0033578	Pre-capillary pulmonary hypertension
MP:0020422	decreased freezing behavior
MP:0020420	abnormal freezing behavior
MP:0010423	heart right ventricle aneurysm
MP:0010421	ventricular aneurysm
MP:0003466	decreased single cell response threshold
MP:0003464	abnormal single cell response threshold
HP:0030546	Unaided visual acuity 1.1 LogMAR
MP:0000373	belly spot
MP:0006142	abnormal sinoatrial node conduction
HP:0000873	Diabetes insipidus
MP:0009929	meningomyelocele
MP:0013490	absent infundibular recess of third ventricle
MP:0013489	abnormal infundibular recess of third ventricle morphology
MP:0011686	increased epidermal stem cell number
MP:0011004	abnormal epidermal stem cell morphology
MP:0011367	abnormal kidney apoptosis
MP:0004160	retroesophageal right subclavian artery
MP:0010465	aberrant origin of the right subclavian artery
HP:0100031	Neoplasm of the thyroid gland
HP:4000035	Primary obstructive megaureter
HP:0000072	Hydroureter
HP:0005876	Progressive flexion contractures
MP:0009895	decreased palatine bone horizontal plate size
HP:0000756	Agoraphobia
HP:0100852	Abnormal fear/anxiety-related behavior
HP:0033072	Abnormal macroscopic urine appearance
MP:0002765	short fibula
HP:0009375	Bullet-shaped phalanges of the 5th finger
MP:0013305	isosthenuria
HP:0004926	Orthostatic hypotension due to autonomic dysfunction
HP:0001278	Orthostatic hypotension
MP:0009335	decreased splenocyte proliferation
MP:0003905	abnormal aorta elastin content
MP:0003211	abnormal aorta elastic fiber morphology
MP:0009402	decreased skeletal muscle fiber diameter
HP:0032570	Pontine ischemic lacunes
HP:0032325	Lacunar stroke
MP:0008071	absent B cells
HP:0007455	Adermatoglyphia
HP:0007477	Abnormal dermatoglyphics
MP:0020936	abnormal susceptibility to Picornaviridae infection
HP:0031982	Abnormal putamen morphology
HP:0010994	Abnormal corpus striatum morphology
MP:0008461	left atrial isomerism
MP:0000542	left-sided isomerism
MP:0001747	hypersecretion of adrenocorticotropin
MP:0011284	abnormal circulating erythropoietin level
HP:0033086	Increased antral follicle count
HP:0033084	Abnormal antral follicle count
HP:0030778	Modic type III vertebral endplate changes
HP:0012264	Absent central microtubular pair morphology of respiratory motile cilia
HP:0005938	Abnormal respiratory motile cilium morphology
HP:0100206	Fragmentation of the epiphysis of the distal phalanx of the 5th toe
HP:0100081	Fragmentation of the epiphyses of the 5th toe
HP:0005253	Increased anterioposterior diameter of thorax
HP:0033748	Hypoesthesia
MP:0013591	thymus medulla hyperplasia
MP:0013590	enlarged thymus medulla
MP:0009901	abnormal frontonasal prominence morphology
MP:0020401	argininuria
HP:0010822	Scintillating scotoma
HP:0005143	Anomalous origin of right pulmonary artery from ascending aorta
HP:0011660	Anomalous origin of one pulmonary artery from ascending aorta
MP:0012292	decreased slow-wave sleep duration
MP:0012290	abnormal slow-wave sleep pattern
HP:0007769	Peripheral retinal degeneration
HP:0000546	Retinal degeneration
HP:0032040	Abnormal ocular adnexa physiology
HP:0032039	Abnormality of the ocular adnexa
HP:0031247	Whooping cough
HP:0031419	Reduced sex -hormone binding protein level
HP:0100245	Desmoid tumors
HP:0100244	Fibrosarcoma
HP:0011572	Supramitral ring
HP:0008696	Renal hamartoma
HP:0009726	Renal neoplasm
HP:0030808	Ragged cuticle
HP:0030403	Spontaneous platelet aggregation
HP:0030402	Abnormal platelet aggregation
MP:0020312	increased hydroxymethylbilane synthase activity
HP:0001657	Prolonged QT interval
HP:0031547	Abnormal QT interval
MP:0011780	abnormal female urethra morphology
HP:0002460	Distal muscle weakness
HP:0006453	Lateral displacement of the femoral head
HP:0009215	Bracket epiphysis of the middle phalanx of the 4th finger
MP:0000812	abnormal dentate gyrus morphology
HP:0030022	Question mark ear
MP:0001732	postnatal growth retardation
MP:0001731	abnormal postnatal growth
HP:0003250	Aplasia of the vagina
HP:0011026	Aplasia/Hypoplasia of the vagina
HP:0031611	Sub-inner limiting membrane hemorrhage
HP:0011927	Short digit
HP:0011297	Abnormal digit morphology
HP:0008714	Ureterovesical stenosis
HP:0000071	Ureteral stenosis
MP:0003569	increased leiomyoma incidence
HP:0025359	Polygonal renal calices
MP:0009019	abnormal metestrus
HP:0006829	Severe muscular hypotonia
MP:0011154	thick hippocampus stratum radiatum
MP:0004412	abnormal cochlear microphonics
MP:0004434	abnormal cochlear outer hair cell physiology
HP:0005686	Patchy osteosclerosis
HP:0010658	Patchy changes of bone mineral density
MP:0010091	decreased circulating creatine kinase level
MP:0020281	decreased creatine kinase level
HP:0011771	Autoimmune hypoparathyroidism
MP:0003077	abnormal cell cycle
HP:0001188	Hand clenching
HP:0008232	Elevated circulating follicle stimulating hormone level
HP:0030346	Abnormal circulating follicle-stimulating hormone concentration
MP:0013064	teat open avulsion
MP:0002606	increased basophil cell number
MP:0008308	small scala media
HP:0410204	Increased intestinal transit time
MP:0021006	hippocampal microinfarct
MP:0021004	cerebral microinfarct
MP:0006224	oculomotor apraxia
HP:0030063	Neuroepithelial neoplasm
HP:0012866	Abnormal sperm neck morphology
MP:0030506	abnormal dental follicle morphology
HP:0030166	Night sweats
HP:0006089	Palmar hyperhidrosis
MP:0004797	increased anti-erythrocyte antigen antibody level
HP:0002035	Rectal prolapse
MP:0002452	abnormal professional antigen presenting cell physiology
HP:0005853	Congenital foot contraction deformities
HP:0011478	True anophthalmia
MP:0009961	abnormal flocculonodular lobe morphology
HP:0008208	Parathyroid hyperplasia
MP:0020978	abnormal FO-wave implicit time
HP:0006671	Paroxysmal atrial tachycardia
HP:0004763	Paroxysmal supraventricular tachycardia
HP:0033863	Abnormal cortical peritubular capillary lumen morphology
HP:0033860	Abnormal cortical peritubular capillary morphology
MP:0002392	abnormal Peyer's patch T cell area morphology
MP:0031244	decreased circulating CSF3 level
MP:0031243	abnormal circulating CSF3 level
MP:0014084	clubbed small intestinal villi
MP:0013739	abnormal testis tunica vaginalis morphology
MP:0001306	small lens
MP:0001303	abnormal lens morphology
HP:0033192	Decreased circulating selenium concentration
MP:0020293	increased dystrophin level
MP:0020291	abnormal dystrophin level
HP:0010148	Triangular epiphysis of the distal phalanx of the hallux
HP:0010124	Abnormality of the epiphysis of the distal phalanx of the hallux
HP:0009398	Irregular epiphyses of the 4th finger
HP:0020150	Elevated urinary uromodulin
MP:0002443	abnormal eosinophil differentiation
HP:0004218	Symphalangism of the 5th finger
HP:0030154	Gallbladder perforation
MP:0014053	dry hair
MP:0002074	abnormal hair texture
HP:0006681	Absent atrioventricular node
HP:0001678	Atrioventricular block
MP:0030628	increased methylmalonic acid level
HP:0031936	Delayed ability to walk
MP:0009977	abnormal cerebellar granule cell migration
HP:0003383	Onion bulb formation
MP:0012212	increased thalamus hypoxanthine-guanine phosphoribosyltransferase level
HP:0008635	Hypertrophy of the urinary bladder
HP:0025487	Abnormality of bladder morphology
HP:0030105	Abnormal muscle fiber delta sarcoglycan
MP:0031161	abnormal kidney venous thrombosis
MP:0003244	loss of dopaminergic neurons
MP:0003243	abnormal dopaminergic neuron morphology
HP:0410172	Blood xenobiotic
HP:0031838	Presence of xenobiotic
HP:0033848	Receptive aphasia
MP:0030807	abnormal forelimb joint morphology
HP:0003366	Abnormal femoral neck/head morphology
HP:0000664	Synophrys
MP:0008095	abnormal memory B cell differentiation
MP:0004842	abnormal large intestine crypts of Lieberkuhn morphology
